word,exclusion_category
cognoscendi,FOREIGN
coitusing,PARSE_ERROR
colecovision,BRAND
com,BRAND
competion,PARSE_ERROR
concepcion,PROPER_NOUN
condescendship,PARSE_ERROR
connors,PROPER_NOUN
constance,PROPER_NOUN
contraire,FOREIGN
copenhagen,PROPER_NOUN
could'nt,PARSE_ERROR
cris,PROPER_NOUN
curdoroy,TYPO
curtis,PROPER_NOUN
cylons,MADE_UP
d'onofrio,PROPER_NOUN
da,GIBBERISH
darth,MADE_UP
das,FOREIGN
dave,PROPER_NOUN
dayquilt,PARSE_ERROR
de,GIBBERISH
degrasse,PROPER_NOUN
della,PROPER_NOUN
denise,PROPER_NOUN
denny,PROPER_NOUN
depressus,FOREIGN
der,FOREIGN
determing,PARSE_ERROR
dewusions,PARSE_ERROR
di,GIBBERISH
diaphra,PARSE_ERROR
dimitri,PROPER_NOUN
dinfast,PARSE_ERROR
dinga,PARSE_ERROR
disap,PARSE_ERROR
disneyland,BRAND
dit,PARSE_ERROR
dizhang,FOREIGN
dogapus,MADE_UP
dokay,PARSE_ERROR
dolores,PROPER_NOUN
donkulous,MADE_UP
doogie,PROPER_NOUN
doompety,PARSE_ERROR
doritos,BRAND
doubleazinga,PARSE_ERROR
dracula,MADE_UP
du,FOREIGN
duncan,PROPER_NOUN
dwive,PARSE_ERROR
dy,GIBBERISH
ebay,PROPER_NOUN
edison,PROPER_NOUN
eee,GIBBERISH
eharmony,PROPER_NOUN
ein,FOREIGN
eine,FOREIGN
ekairidium,MADE_UP
emily,PROPER_NOUN
empedocles,PROPER_NOUN
episoe,PARSE_ERROR
eridani,PROPER_NOUN
esculenta,FOREIGN
europe,PROPER_NOUN
eurydice,PROPER_NOUN
evid,PARSE_ERROR
ewok,MADE_UP
examing,PARSE_ERROR
explaing,PARSE_ERROR
explana,PARSE_ERROR
exsorbibo,FOREIGN
faberge,PROPER_NOUN
facebook,BRAND
facetime,BRAND
facetiming,BRAND
faisal,PROPER_NOUN
fakakta,FOREIGN
farmanfarmian,PROPER_NOUN
farmian,PROPER_NOUN
farr,PROPER_NOUN
farrah,PROPER_NOUN
fashter,TYPO
fe,GIBBERISH
ferkakta,FOREIGN
ferrnions,PARSE_ERROR
firewire,BRAND
fitbit,BRAND
fl,GIBBERISH
flermin,MADE_UP
fmri,BRAND
footloo,PARSE_ERROR
forbaded,PARSE_ERROR
forbidded,PARSE_ERROR
foreever,PARSE_ERROR
forma,FOREIGN
fou,PARSE_ERROR
foundamerica,PARSE_ERROR
fr,GIBBERISH
franca,FOREIGN
france,PROPER_NOUN
frankie,PROPER_NOUN
fred,PROPER_NOUN
freud,PROPER_NOUN
fromthe,PARSE_ERROR
frontation,PARSE_ERROR
froot,TYPO
fu,GIBBERISH
fudgsicle,PARSE_ERROR
fultoni,FOREIGN
funyuns,BRAND
ganges,PROPER_NOUN
gary,PROPER_NOUN
gethe,PARSE_ERROR
gevalt,FOREIGN
ghar,FOREIGN
ghostbusters,MADE_UP
gim,GIBBERISH
glenn,PROPER_NOUN
godzilla,MADE_UP
goink,GIBBERISH
google,BRAND
gr,GIBBERISH
gratooty,GIBBERISH
greng,GIBBERISH
gusses,PARSE_ERROR
ha'kiv,FOREIGN
haaretz,PROPER_NOUN
hacha,FOREIGN
hamotzi,FOREIGN
hankius,FOREIGN
haolam,FOREIGN
hawaii,PROPER_NOUN
hawkman,MADE_UP
hbo,BRAND
hillary,PROPER_NOUN
hir,GIBBERISH
hobbit,MADE_UP
hofstadter,PROPER_NOUN
hollywood,PROPER_NOUN
holmes,PROPER_NOUN
holochess,MADE_UP
honduras,PROPER_NOUN
horosho,FOREIGN
howard,PROPER_NOUN
howie,PROPER_NOUN
huffin,PARSE_ERROR
humormometer,TYPO
hurtin,PARSE_ERROR
hwatch,GIBBERISH
hypothes,PARSE_ERROR
ibn,FOREIGN
ical,GIBBERISH
icees,BRAND
ich,FOREIGN
ift,GIBBERISH
iie,GIBBERISH
imagineers,MADE_UP
india,PROPER_NOUN
individuly,PARSE_ERROR
inexac,PARSE_ERROR
infoseek,BRAND
ing,GIBBERISH
ipad,BRAND
ipads,BRAND
iphone,BRAND
iphones,BRAND
ipod,BRAND
irasshaimase,FOREIGN
isaac,PROPER_NOUN
isguided,PARSE_ERROR
isnihil,PARSE_ERROR
issabella,PROPER_NOUN
itunes,BRAND
izabeth,PARSE_ERROR
jajvam,FOREIGN
janine,PROPER_NOUN
janko,PROPER_NOUN
japan,PROPER_NOUN
je,FOREIGN
jeanie,PROPER_NOUN
jeffries,PROPER_NOUN
jetta,PROPER_NOUN
jia,FOREIGN
jie,FOREIGN
jims,PROPER_NOUN
johnwilliams,PROPER_NOUN
jolie,PROPER_NOUN
jones,PROPER_NOUN
jpeg,BRAND
jt,GIBBERISH
ju,GIBBERISH
jugement,TYPO
justin,PROPER_NOUN
juy,GIBBERISH
ka,GIBBERISH
kama,FOREIGN
kan,GIBBERISH
kandorian,MADE_UP
kapla,MADE_UP
kar,GIBBERISH
kardashians,PROPER_NOUN
kathy,PROPER_NOUN
ke,GIBBERISH
kevin,PROPER_NOUN
kickin,PARSE_ERROR
kickstarter,BRAND
kleine,FOREIGN
klingon,MADE_UP
kn,GIBBERISH
koira,FOREIGN
koko,PROPER_NOUN
koothrapanties,MADE_UP
koothrappali,MADE_UP
kripke,PROPER_NOUN
krob,GIBBERISH
kryptonian,MADE_UP
kuiper,PROPER_NOUN
kutta,FOREIGN
la,FOREIGN
landspeeder,MADE_UP
laughlin,PROPER_NOUN
laura,PROPER_NOUN
lebanon,PROPER_NOUN
leever,PARSE_ERROR
lego,BRAND
lehver,PARSE_ERROR
leon,PROPER_NOUN
leonard,PROPER_NOUN
leonid,PROPER_NOUN
leslie,PROPER_NOUN
li,GIBBERISH
licitum,FOREIGN
lightin,PARSE_ERROR
lightsaber,MADE_UP
lightsabers,MADE_UP
lima,PROPER_NOUN
lisatronic,MADE_UP
litt,PARSE_ERROR
llamo,PARSE_ERROR
llexxi,PARSE_ERROR
lokh,GIBBERISH
longclaw,MADE_UP
lookin,PARSE_ERROR
los,FOREIGN
loseroneous,TYPO
losin,PARSE_ERROR
lovescrubs,MADE_UP
lovin,PARSE_ERROR
lui,GIBBERISH
luke,PROPER_NOUN
maintaing,PARSE_ERROR
mallomars,BRAND
manipul,PARSE_ERROR
manushya,FOREIGN
mario,PROPER_NOUN
marlon,PROPER_NOUN
mary,PROPER_NOUN
massimino,PROPER_NOUN
mathletes,MADE_UP
mathletics,MADE_UP
maurice,PROPER_NOUN
maximus,MADE_UP
mcdonald,PROPER_NOUN
mcnuggets,BRAND
meae,GIBBERISH
medusa,PROPER_NOUN
mee,GIBBERISH
meemaw,MADE_UP
mein,FOREIGN
mercedes,BRAND
mg,GIBBERISH
michael,PROPER_NOUN
mickey,PROPER_NOUN
miran,PROPER_NOUN
mitch,PROPER_NOUN
mm,GIBBERISH
moi,FOREIGN
mon,FOREIGN
morlocks,MADE_UP
mornin,PARSE_ERROR
morse,PROPER_NOUN
morta,FOREIGN
muggle,MADE_UP
muggles,MADE_UP
mukha,FOREIGN
mullins,PROPER_NOUN
mumbai,PROPER_NOUN
murray,PROPER_NOUN
musik,TYPO
mythbusters,MADE_UP
na'ish,PARSE_ERROR
nancy,PROPER_NOUN
nantucket,PROPER_NOUN
napoleon,PROPER_NOUN
nathan,PROPER_NOUN
nebraska,PROPER_NOUN
neil,PROPER_NOUN
nekhmakh,FOREIGN
nemo,PROPER_NOUN
nerdizzles,MADE_UP
nerdvana,MADE_UP
netflix,BRAND
nintendo,BRAND
nitish,PROPER_NOUN
nk,GIBBERISH
nobel,PROPER_NOUN
nobrize,PARSE_ERROR
noches,FOREIGN
novus,FOREIGN
npr,BRAND
nursis,TYPO
nyet,FOREIGN
o'clocks,PARSE_ERROR
obously,PARSE_ERROR
ocked,GIBBERISH
ofries,PARSE_ERROR
onlyne,PARSE_ERROR
oo,GIBBERISH
oontz,MADE_UP
opa,FOREIGN
operatin,PARSE_ERROR
ordo,FOREIGN
oreo,BRAND
organizee,PARSE_ERROR
orion,PROPER_NOUN
oronic,PARSE_ERROR
orpheus,PROPER_NOUN
otyugh,MADE_UP
outsidey,PARSE_ERROR
owlbear,MADE_UP
oxnard,PROPER_NOUN
paing,PARSE_ERROR
palpatine,PROPER_NOUN
pankius,FOREIGN
pao,GIBBERISH
parque,FOREIGN
parsa,FOREIGN
parteth,PARSE_ERROR
particulares,PARSE_ERROR
pasadena,PROPER_NOUN
pasghetti,PARSE_ERROR
pemberton,PROPER_NOUN
pepsi,BRAND
pepto,BRAND
perseus,PROPER_NOUN
photoshopped,BRAND
pikachu,MADE_UP
pl,GIBBERISH
planko,PARSE_ERROR
playingith,PARSE_ERROR
playstation,BRAND
pleathe,PARSE_ERROR
pokh,GIBBERISH
pon,GIBBERISH
ponfo,PARSE_ERROR
potl,GIBBERISH
prague,PROPER_NOUN
preevning,PARSE_ERROR
pringles,BRAND
priya,PROPER_NOUN
procyon,PROPER_NOUN
proxima,PROPER_NOUN
ptang,MADE_UP
pu,GIBBERISH
pukhpa,FOREIGN
purelling,PARSE_ERROR
puta,FOREIGN
pwasma,PARSE_ERROR
pwoblem,PARSE_ERROR
qo,GIBBERISH
qochbe,FOREIGN
quarz,PARSE_ERROR
que,FOREIGN
quinto,MADE_UP
quod,FOREIGN
quois,FOREIGN
rabeliechtli,FOREIGN
radiohead,BRAND
raggediness,PARSE_ERROR
raisinets,BRAND
raj,PROPER_NOUN
rajesh,PROPER_NOUN
ramona,PROPER_NOUN
rasor,TYPO
rd,GIBBERISH
regulae,FOREIGN
rekh,FOREIGN
relec,PARSE_ERROR
rember,PARSE_ERROR
righ,PARSE_ERROR
ristorante,FOREIGN
riverdance,MADE_UP
riverdancing,MADE_UP
rogaine,BRAND
romulan,MADE_UP
romulans,MADE_UP
rostenkowski,PROPER_NOUN
rou,GIBBERISH
rowte,PARSE_ERROR
ruchi,FOREIGN
russia,PROPER_NOUN
ryan,PROPER_NOUN
ryp,GIBBERISH
saal,FOREIGN
sais,FOREIGN
sanc,PARSE_ERROR
sangeetka,FOREIGN
sanjay,PROPER_NOUN
sawpeter,PARSE_ERROR
scd,GIBBERISH
schon,FOREIGN
schrodinger,PROPER_NOUN
scotty,PROPER_NOUN
scully,PROPER_NOUN
se,GIBBERISH
sean,PROPER_NOUN
seekha,FOREIGN
sens,PARSE_ERROR
sh,GIBBERISH
shakespeare,PROPER_NOUN
shamu,PROPER_NOUN
sheldon,PROPER_NOUN
sheldonian,MADE_UP
sheldonoscopy,MADE_UP
sheldons,PROPER_NOUN
sheldor,MADE_UP
shmylepton,MADE_UP
shpeed,PARSE_ERROR
shvanasana,FOREIGN
siam,PROPER_NOUN
sie,FOREIGN
siete,FOREIGN
siglature,TYPO
simba,MADE_UP
siri,BRAND
skype,BRAND
skyped,BRAND
skypes,BRAND
skyping,BRAND
skywalker,MADE_UP
sleevis,PARSE_ERROR
slehves,PARSE_ERROR
slumdog,MADE_UP
slurpees,BRAND
smartiest,TYPO
smooty,PARSE_ERROR
snapchat,BRAND
snikt,MADE_UP
snoodled,MADE_UP
socrates,PROPER_NOUN
someone'smother,PARSE_ERROR
somethingice,PARSE_ERROR
sor,GIBBERISH
sorr,PARSE_ERROR
soulcycled,BRAND
soundsational,MADE_UP
souplantation,PROPER_NOUN
spock,MADE_UP
spongebob,MADE_UP
squarepants,MADE_UP
stakedo,PARSE_ERROR
starbucks,BRAND
starfleet,MADE_UP
starshipenterprise,PARSE_ERROR
stau,GIBBERISH
stella,PROPER_NOUN
stephanie,PROPER_NOUN
steve,PROPER_NOUN
sto,GIBBERISH
stockholm,PROPER_NOUN
streep,PROPER_NOUN
stu,PROPER_NOUN
stuart,PROPER_NOUN
stweet,TYPO
subordine,TYPO
supercede,TYPO
supercedes,TYPO
supercuts,BRAND
supersoldiers,MADE_UP
supersolider,TYPO
superstious,TYPO
sur,FOREIGN
swashers,MADE_UP
sweden,PROPER_NOUN
synthetize,TYPO
taang,GIBBERISH
taki,FOREIGN
tammy,PROPER_NOUN
tardis,MADE_UP
tassles,TYPO
tatellah,FOREIGN
tatooine,MADE_UP
tauntaun,MADE_UP
taylor,PROPER_NOUN
tbbteam,GIBBERISH
ted,PROPER_NOUN
tem,GIBBERISH
th,GIBBERISH
tha,GIBBERISH
thankyou,PARSE_ERROR
thatis,PARSE_ERROR
theaughter,PARSE_ERROR
theenterprise,PARSE_ERROR
theodore,PROPER_NOUN
thinkatorium,MADE_UP
thtow,GIBBERISH
thubtibe,GIBBERISH
thundercats,MADE_UP
tiggers,MADE_UP
tijuana,PROPER_NOUN
tik,BRAND
timetravel,PARSE_ERROR
tion,GIBBERISH
toblerone,BRAND
tobowow,GIBBERISH
toisaac,PARSE_ERROR
tomahto,TYPO
tootsee,TYPO
toreal,PARSE_ERROR
tought,TYPO
tov,FOREIGN
trainiac,MADE_UP
tre,FOREIGN
trent,PROPER_NOUN
tribble,MADE_UP
tribbles,MADE_UP
trois,FOREIGN
tryptich,TYPO
tthink,GIBBERISH
tupperware,BRAND
tweepadock,MADE_UP
twitter,BRAND
twizzlers,BRAND
tyra,PROPER_NOUN
uch,GIBBERISH
ultravi,PARSE_ERROR
und,FOREIGN
undignifying,MADE_UP
unlight,MADE_UP
unsmell,MADE_UP
unswirlied,MADE_UP
ur,GIBBERISH
uru,GIBBERISH
uske,GIBBERISH
uuu,GIBBERISH
uvulated,TYPO
va,GIBBERISH
vader,MADE_UP
valium,BRAND
vanessa,PROPER_NOUN
vay,GIBBERISH
vega,PROPER_NOUN
vegas,PROPER_NOUN
velikovsky,PROPER_NOUN
venus,PROPER_NOUN
vera,PROPER_NOUN
vibranium,MADE_UP
vicks,BRAND
vishnu,PROPER_NOUN
voil,PARSE_ERROR
volkswagen,BRAND
vu,GIBBERISH
vulcan,MADE_UP
vw,GIBBERISH
wa,GIBBERISH
wab,GIBBERISH
wai,GIBBERISH
walgreens,BRAND
warcraft,BRAND
warner,BRAND
watchfrosty,PARSE_ERROR
weady,TYPO
wecognition,TYPO
wecommend,TYPO
weducing,TYPO
wellington,PROPER_NOUN
westauwant,TYPO
wetirement,TYPO
weused,PARSE_ERROR
wh,GIBBERISH
wha,GIBBERISH
whaffle,TYPO
whathing,PARSE_ERROR
wheaton,PROPER_NOUN
widicule,TYPO
wikipedia,BRAND
wobot,TYPO
woboto,TYPO
wobots,TYPO
wolowitz,PROPER_NOUN
wolowitzes,PROPER_NOUN
wonewy,TYPO
wookiee,MADE_UP
wooords,PARSE_ERROR
woulbe,PARSE_ERROR
wouldn'help,PARSE_ERROR
wozy,GIBBERISH
wubble,TYPO
wuck,TYPO
www,BRAND
wyatt,PROPER_NOUN
xanax,BRAND
xbox,BRAND
yajna,FOREIGN
yakity,TYPO
ydy,GIBBERISH
yeeaaahh,PARSE_ERROR
yorkshire,PROPER_NOUN
youtube,BRAND
yvette,PROPER_NOUN
yyets,GIBBERISH
zachary,PROPER_NOUN
zack,PROPER_NOUN
zazzles,MADE_UP
zazzy,MADE_UP
zi,GIBBERISH
zompire,MADE_UP
zork,MADE_UP
