word,exclusion_category
everly,CHARACTER_NAME
evers,CHARACTER_NAME
ew,INTERJECTION
eww,INTERJECTION
exec,SLANG
fakakte,GIBBERISH
fartbag,GIBBERISH
fartbags,GIBBERISH
fawaffle,GIBBERISH
fmeers,GIBBERISH
fo,PARSE_ERROR
fortemple,GIBBERISH
foy,CHARACTER_NAME
fra,PARSE_ERROR
fracktastic,GIBBERISH
frien,PARSE_ERROR
friendo,SLANG
frittagail,GIBBERISH
fuddruckers,BRAND
fudgesicle,GIBBERISH
fudgesicles,GIBBERISH
fugees,GIBBERISH
fuji,PROPER_NOUN
fulla,SLANG
furshlugginer,GIBBERISH
g'aw,GIBBERISH
gaaaaahhhh,SOUND_EFFECT
garfield,BRAND
gettin,SLANG
gim,PARSE_ERROR
ginor,GIBBERISH
gittaguys,GIBBERISH
glub,SOUND_EFFECT
glug,SOUND_EFFECT
gnawin,SLANG
goin,SLANG
goji,FOREIGN
gooba,GIBBERISH
goobed,GIBBERISH
goofin,SLANG
google,BRAND
grammy,PROPER_NOUN
graping,GIBBERISH
grinnin,SLANG
guerrero,PROPER_NOUN
gyno,SLANG
haaah,SOUND_EFFECT
haah,SOUND_EFFECT
habla,FOREIGN
hah,INTERJECTION
hallelujah,INTERJECTION
hallo,INTERJECTION
halloween,PROPER_NOUN
hammies,GIBBERISH
havin,SLANG
hawaii,PROPER_NOUN
hee,INTERJECTION
heezy,SLANG
heh,INTERJECTION
henrietta,CHARACTER_NAME
herr,FOREIGN
hittagee,GIBBERISH
hittageer,GIBBERISH
hittagim,GIBBERISH
hiya,INTERJECTION
hmm,INTERJECTION
ho,INTERJECTION
hoba,GIBBERISH
hoggin,SLANG
hoi,FOREIGN
holic,PARSE_ERROR
hollywoo,SHOW_SPECIFIC
holmes,CHARACTER_NAME
hon,SLANG
hoo,INTERJECTION
hooba,GIBBERISH
hotcha,INTERJECTION
howdy,INTERJECTION
hubba,INTERJECTION
huh,INTERJECTION
hup,SOUND_EFFECT
huzzah,INTERJECTION
hyuk,SOUND_EFFECT
icu,PARSE_ERROR
ide,PARSE_ERROR
iditarod,PROPER_NOUN
iiiiiiiiiiit,GIBBERISH
inglewood,PROPER_NOUN
inswayne,PROPER_NOUN
ipad,BRAND
iphone,BRAND
ipod,BRAND
ira,PROPER_NOUN
italian,PROPER_NOUN
itunes,BRAND
jamaican,PROPER_NOUN
jameson,PROPER_NOUN
janet,CHARACTER_NAME
jannings,PROPER_NOUN
japanese,PROPER_NOUN
jerb,PARSE_ERROR
jessica,CHARACTER_NAME
jewish,PROPER_NOUN
jittagust,GIBBERISH
jizzin,PARSE_ERROR
judah,PROPER_NOUN
jurj,GIBBERISH
kablamsky,GIBBERISH
kansas,PROPER_NOUN
katie,CHARACTER_NAME
kazzaz,CHARACTER_NAME
kelsey,CHARACTER_NAME
kemosabe,FOREIGN
konichiwa,FOREIGN
koojee,GIBBERISH
kvelling,FOREIGN
laura,CHARACTER_NAME
lauryn,CHARACTER_NAME
leavin,PARSE_ERROR
lickin,PARSE_ERROR
lima,PROPER_NOUN
limey,PROPER_NOUN
lo,INTERJECTION
loi,GIBBERISH
lopez,PROPER_NOUN
lotta,SLANG
lou,CHARACTER_NAME
lynn,CHARACTER_NAME
mach,PARSE_ERROR
mahumanunny,GIBBERISH
malibu,PROPER_NOUN
malone,PROPER_NOUN
mano,FOREIGN
marchin,PARSE_ERROR
marian,PROPER_NOUN
marinara,FOREIGN
marionette,PROPER_NOUN
martian,PROPER_NOUN
mashie,GIBBERISH
maury,CHARACTER_NAME
maximilian,PROPER_NOUN
maximillian,PROPER_NOUN
mcg,PARSE_ERROR
mcgotes,GIBBERISH
mein,FOREIGN
membwayne,GIBBERISH
meme,SLANG
meth,SLANG
mexican,PROPER_NOUN
mi,PARSE_ERROR
mia,CHARACTER_NAME
miam,PARSE_ERROR
mike,CHARACTER_NAME
mindy,CHARACTER_NAME
mitch,CHARACTER_NAME
mm,INTERJECTION
mmm,INTERJECTION
mofo,SLANG
molly,CHARACTER_NAME
mon,SLANG
motown,PROPER_NOUN
mwah,SOUND_EFFECT
neal,CHARACTER_NAME
noches,FOREIGN
nooooooooooo,GIBBERISH
nothin,PARSE_ERROR
num,GIBBERISH
oxypraxylcortizoid,GIBBERISH
paaaaage,GIBBERISH
pfft,SOUND_EFFECT
ph,PARSE_ERROR
philbert,CHARACTER_NAME
philberts,CHARACTER_NAME
pishers,SLANG
poindexter,CHARACTER_NAME
polloi,FOREIGN
poof,SOUND_EFFECT
poopsie,GIBBERISH
por,FOREIGN
pow,SOUND_EFFECT
preggo,SLANG
prepiere,PARSE_ERROR
pri,PARSE_ERROR
priscilla,PROPER_NOUN
prov,PARSE_ERROR
provocateuse,GIBBERISH
prrow,SOUND_EFFECT
psh,INTERJECTION
pshew,INTERJECTION
psst,INTERJECTION
pugly,SLANG
punnery,GIBBERISH
puppetmaster,SHOW_SPECIFIC
purportedly,PARSE_ERROR
purview,PARSE_ERROR
pushup,PARSE_ERROR
quentin,CHARACTER_NAME
racin,PARSE_ERROR
ralph,CHARACTER_NAME
ramona,CHARACTER_NAME
razzis,GIBBERISH
rea,PARSE_ERROR
readdicted,PARSE_ERROR
ridonkulous,GIBBERISH
roaunnt,GIBBERISH
roger,PROPER_NOUN
rrruff,GIBBERISH
runnin,PARSE_ERROR
russian,PROPER_NOUN
ruthie,CHARACTER_NAME
sabrina,CHARACTER_NAME
sadie,CHARACTER_NAME
sally,CHARACTER_NAME
samie,CHARACTER_NAME
sean,CHARACTER_NAME
sebastian,CHARACTER_NAME
sellin,SLANG
sens,PARSE_ERROR
ser,PARSE_ERROR
seriou,PARSE_ERROR
sesh,SLANG
sh,INTERJECTION
shalom,FOREIGN
shanghai,PROPER_NOUN
shannot,PARSE_ERROR
sheezy,SLANG
shellfie,SHOW_SPECIFIC
shewillbeloved,GIBBERISH
shh,INTERJECTION
shmommy,GIBBERISH
shmuperficial,GIBBERISH
shootin,PARSE_ERROR
shpeel,SLANG
skeezer,SLANG
skeezy,SLANG
skippy,SLANG
slovakian,PROPER_NOUN
slunt,GIBBERISH
snapchatting,BRAND
soab,PARSE_ERROR
somethin,PARSE_ERROR
sorryyyyyyyyyyyyyyyyyyy,GIBBERISH
spaghett,PARSE_ERROR
spanish,PROPER_NOUN
spankin,PARSE_ERROR
spinnin,PARSE_ERROR
spirographs,BRAND
splitsville,SHOW_SPECIFIC
sploink,GIBBERISH
spokesyak,CHARACTER_NAME
spooners,CHARACTER_NAME
spronk,GIBBERISH
spujb,GIBBERISH
squattin,PARSE_ERROR
srant,GIBBERISH
stacy,CHARACTER_NAME
stallin,PARSE_ERROR
stamos,PROPER_NOUN
stefani,PROPER_NOUN
steve,CHARACTER_NAME
stickyvicki,CHARACTER_NAME
stittagill,GIBBERISH
stoopid,SLANG
strib,GIBBERISH
stuart,CHARACTER_NAME
su,PARSE_ERROR
supes,SLANG
surp,GIBBERISH
sweetchicks,CHARACTER_NAME
swiss,PROPER_NOUN
ta,PARSE_ERROR
taco,FOREIGN
takin,PARSE_ERROR
tamera,CHARACTER_NAME
taneisha,CHARACTER_NAME
tasha,CHARACTER_NAME
tatum,CHARACTER_NAME
teddy,CHARACTER_NAME
terry,CHARACTER_NAME
tesla,PROPER_NOUN
th,PARSE_ERROR
thanksgiving,PROPER_NOUN
thinkin,PARSE_ERROR
thittagink,GIBBERISH
tickin,PARSE_ERROR
timedium,GIBBERISH
tittagell,GIBBERISH
tittagoo,GIBBERISH
todd,CHARACTER_NAME
toddini,GIBBERISH
tom,CHARACTER_NAME
tommy,CHARACTER_NAME
toodles,INTERJECTION
tootin,PARSE_ERROR
torah,PROPER_NOUN
tp,PARSE_ERROR
tr,PARSE_ERROR
tracy,CHARACTER_NAME
tres,FOREIGN
trippin,PARSE_ERROR
turnt,SLANG
tweedfeed,GIBBERISH
tweedle,GIBBERISH
twilighting,GIBBERISH
twinsies,SLANG
ugh,INTERJECTION
uh,INTERJECTION
um,INTERJECTION
unbeatabiel,PARSE_ERROR
underboard,GIBBERISH
updike,PROPER_NOUN
vance,PROPER_NOUN
vanessa,PROPER_NOUN
vato,FOREIGN
verklempt,FOREIGN
vietnamese,PROPER_NOUN
vin,PROPER_NOUN
vincent,PROPER_NOUN
virgil,PROPER_NOUN
waggoner,PROPER_NOUN
wah,INTERJECTION
waka,INTERJECTION
wallace,PROPER_NOUN
wally,PROPER_NOUN
wazoo,SLANG
wha,INTERJECTION
whaa,INTERJECTION
whaah,INTERJECTION
whatcha,SLANG
whee,INTERJECTION
whitewhale,PARSE_ERROR
whittagut,GIBBERISH
who'da,SLANG
whoa,INTERJECTION
whoo,INTERJECTION
whoop,INTERJECTION
widdle,SLANG
wiiiiiiiiiiiiife,GIBBERISH
winnin,PARSE_ERROR
winslow,CHARACTER_NAME
wittagants,GIBBERISH
wowee,GIBBERISH
wunderkind,FOREIGN
xbox,BRAND
xin,FOREIGN
ya,SLANG
yah,SLANG
yahtzee,BRAND
yankee,PROPER_NOUN
yappin,PARSE_ERROR
yas,SLANG
yecch,INTERJECTION
yeesh,INTERJECTION
yittagoo,GIBBERISH
yo,SLANG
yogurtland,BRAND
yoinka,INTERJECTION
yolanda,CHARACTER_NAME
youuuuu,GIBBERISH
youuuuuu,GIBBERISH
zachary,CHARACTER_NAME
zoinks,SOUND_EFFECT
