word,exclusion_category
ibunya,FOREIGN
idiota,FOREIGN
ingat,FOREIGN
ingatlah,FOREIGN
ingin,FOREIGN
inginkan,FOREIGN
ini,FOREIGN
isaak,CHARACTER_NAME
istilah,FOREIGN
itu,FOREIGN
itulah,FOREIGN
jacksonville,PROPER_NOUN
jadi,FOREIGN
jalani,FOREIGN
jam,FOREIGN
james,PROPER_NOUN
jamie,PROPER_NOUN
jane,PROPER_NOUN
jangan,FOREIGN
jarang,FOREIGN
jason,PROPER_NOUN
jati,FOREIGN
jauh,FOREIGN
javier,PROPER_NOUN
jawab,FOREIGN
jazmin,PROPER_NOUN
jefe,FOREIGN
jefferson,PROPER_NOUN
jelek,FOREIGN
jello,BRAND
jen,PROPER_NOUN
jenis,FOREIGN
jenna,PROPER_NOUN
jess,PROPER_NOUN
jesse,PROPER_NOUN
jessica,PROPER_NOUN
jessie,PROPER_NOUN
jetway,BRAND
jika,FOREIGN
jimmy,PROPER_NOUN
jizzbucket,GIBBERISH
jodienda,PARSE_ERROR
joe,PROPER_NOUN
joey,CHARACTER_NAME
john,PROPER_NOUN
johnny,PROPER_NOUN
johns,PROPER_NOUN
johnson,PROPER_NOUN
jonah,PROPER_NOUN
jonathon,PROPER_NOUN
jordan,PROPER_NOUN
jorok,FOREIGN
joseph,PROPER_NOUN
ju,GIBBERISH
jual,FOREIGN
juan,CHARACTER_NAME
juga,FOREIGN
julio,PROPER_NOUN
jumpa,FOREIGN
junkiehohore,PARSE_ERROR
juta,FOREIGN
juvey,SLANG
juvie,SLANG
juvy,SLANG
kacau,FOREIGN
kaget,FOREIGN
kaja,FOREIGN
kalau,FOREIGN
kalian,FOREIGN
kamarmu,FOREIGN
kami,FOREIGN
kantor,FOREIGN
karena,FOREIGN
kartu,FOREIGN
kasar,FOREIGN
kasihan,FOREIGN
katamu,FOREIGN
kate,PROPER_NOUN
kau,FOREIGN
ke,FOREIGN
keberatan,FOREIGN
kecil,FOREIGN
kehabisan,FOREIGN
kehidupan,FOREIGN
kehilangan,FOREIGN
kelabu,FOREIGN
kelaparan,FOREIGN
keluarga,FOREIGN
kemp,PROPER_NOUN
kemudian,FOREIGN
kemungkinan,FOREIGN
kenal,FOREIGN
kenapa,FOREIGN
kendrick,PROPER_NOUN
kepalaku,FOREIGN
keren,FOREIGN
kesehatan,FOREIGN
kesulitan,FOREIGN
ketemu,FOREIGN
ketiak,FOREIGN
ketiga,FOREIGN
keuangan,FOREIGN
keuntungan,FOREIGN
kevlar,BRAND
kickin,SLANG
kinko,BRAND
kita,FOREIGN
kleenex,BRAND
kolom,FOREIGN
komputer,FOREIGN
komputerku,FOREIGN
komputermu,FOREIGN
konser,FOREIGN
konyol,FOREIGN
kreditku,FOREIGN
kristalku,FOREIGN
kruger,CHARACTER_NAME
kuambil,FOREIGN
kubilang,FOREIGN
kue,FOREIGN
kulakukan,FOREIGN
kurang,FOREIGN
kutunjukkan,FOREIGN
kyle,PROPER_NOUN
lagi,FOREIGN
lagu,FOREIGN
laguer,FOREIGN
laguerta,CHARACTER_NAME
lagunya,FOREIGN
lain,FOREIGN
lainnya,FOREIGN
laku,FOREIGN
lakukan,FOREIGN
lalu,FOREIGN
lama,FOREIGN
lang,FOREIGN
langsbury,CHARACTER_NAME
lara,PROPER_NOUN
lauderdale,PROPER_NOUN
laura,PROPER_NOUN
lazyand,PARSE_ERROR
le,FOREIGN
lealdad,FOREIGN
lebih,FOREIGN
leche,FOREIGN
leganya,FOREIGN
lepaskan,FOREIGN
leviticus,PROPER_NOUN
lewat,FOREIGN
lfi,GIBBERISH
libre,FOREIGN
lighta,PARSE_ERROR
lila,CHARACTER_NAME
lincoln,PROPER_NOUN
lisa,PROPER_NOUN
listo,FOREIGN
livin,SLANG
lloyd,PROPER_NOUN
loca,FOREIGN
locos,FOREIGN
lookie,SLANG
lookin,SLANG
looky,SLANG
lopez,PROPER_NOUN
loring,PROPER_NOUN
lorraine,PROPER_NOUN
lorre,PROPER_NOUN
los,FOREIGN
lotta,SLANG
louisville,PROPER_NOUN
lt,PARSE_ERROR
luar,FOREIGN
luds,GIBBERISH
luke,CHARACTER_NAME
lukisan,FOREIGN
lunak,FOREIGN
lundy,CHARACTER_NAME
lupa,FOREIGN
lyle,CHARACTER_NAME
maaf,FOREIGN
maafkan,FOREIGN
mabuk,FOREIGN
mahal,FOREIGN
makai,FOREIGN
makan,FOREIGN
makanan,FOREIGN
maksudku,FOREIGN
maksudnya,FOREIGN
mala,FOREIGN
mami,FOREIGN
mamita,FOREIGN
mandi,FOREIGN
mandiri,FOREIGN
manis,FOREIGN
manson,PROPER_NOUN
manusia,FOREIGN
maravillosas,FOREIGN
marco,PROPER_NOUN
marcos,PROPER_NOUN
maria,PROPER_NOUN
mario,PROPER_NOUN
marlene,PROPER_NOUN
marshall,PROPER_NOUN
mary,PROPER_NOUN
mas,FOREIGN
masa,FOREIGN
masalah,FOREIGN
masih,FOREIGN
masuk,FOREIGN
masuka,CHARACTER_NAME
mati,FOREIGN
matthew,PROPER_NOUN
matthews,PROPER_NOUN
mau,FOREIGN
maura,PROPER_NOUN
max,PROPER_NOUN
mcmillan,PROPER_NOUN
med,PARSE_ERROR
medianoche,FOREIGN
medianoches,FOREIGN
melakukan,FOREIGN
meluangkan,FOREIGN
memakai,FOREIGN
memaksaku,FOREIGN
memamerkan,FOREIGN
memang,FOREIGN
memarahi,FOREIGN
memasukkan,FOREIGN
membantu,FOREIGN
membantuku,FOREIGN
membayar,FOREIGN
membeli,FOREIGN
membelinya,FOREIGN
membengkak,FOREIGN
memberi,FOREIGN
memberikan,FOREIGN
memberikannya,FOREIGN
membersihkan,FOREIGN
membiarkan,FOREIGN
membicarakan,FOREIGN
membuang,FOREIGN
membuangnya,FOREIGN
membuat,FOREIGN
membuatmu,FOREIGN
membuktikan,FOREIGN
membunuh,FOREIGN
membunuhnya,FOREIGN
memikirkan,FOREIGN
memilih,FOREIGN
mempengaruhiku,FOREIGN
memperluas,FOREIGN
mempunyai,FOREIGN
memulai,FOREIGN
memutuskan,FOREIGN
menampilkan,FOREIGN
menangis,FOREIGN
menawar,FOREIGN
mencari,FOREIGN
mendapat,FOREIGN
mendengarnya,FOREIGN
menelpon,FOREIGN
menempati,FOREIGN
menemuiku,FOREIGN
menemuimu,FOREIGN
mengacaukanmu,FOREIGN
mengalami,FOREIGN
mengambil,FOREIGN
mengecil,FOREIGN
mengeluarkan,FOREIGN
mengerti,FOREIGN
menggambar,FOREIGN
menggambarnya,FOREIGN
menggemaskan,FOREIGN
menggunakan,FOREIGN
menghabiskan,FOREIGN
menghalangi,FOREIGN
menghubungi,FOREIGN
mengikuti,FOREIGN
menginginkan,FOREIGN
mengunduh,FOREIGN
mengurus,FOREIGN
menjadikannya,FOREIGN
menjaga,FOREIGN
menjual,FOREIGN
menjualnya,FOREIGN
menolong,FOREIGN
menonton,FOREIGN
mentionned,PARSE_ERROR
menulis,FOREIGN
menurut,FOREIGN
menyebutku,FOREIGN
menyebutmu,FOREIGN
menyelesaikan,FOREIGN
menyenangkan,FOREIGN
menyetujuinya,FOREIGN
menyewa,FOREIGN
menyindir,FOREIGN
menyukaiku,FOREIGN
menyukaimu,FOREIGN
menyukainya,FOREIGN
meragukannya,FOREIGN
merasa,FOREIGN
mereka,FOREIGN
merindukan,FOREIGN
merindukanmu,FOREIGN
merubah,FOREIGN
mexico,PROPER_NOUN
mi,FOREIGN
mi'jito,FOREIGN
miami,PROPER_NOUN
michigan,PROPER_NOUN
mickey,PROPER_NOUN
mierda,FOREIGN
miguel,CHARACTER_NAME
mike,PROPER_NOUN
miliki,FOREIGN
minggu,FOREIGN
miniaturnya,FOREIGN
minnie,PROPER_NOUN
minum,FOREIGN
mio,FOREIGN
mira,FOREIGN
mirela,PROPER_NOUN
mistakeof,PARSE_ERROR
mitchell,CHARACTER_NAME
mm,INTERJECTION
mmm,INTERJECTION
mobil,BRAND
moines,PROPER_NOUN
molly,CHARACTER_NAME
mon,FOREIGN
monroe,PROPER_NOUN
montgomery,PROPER_NOUN
moore,PROPER_NOUN
morgan,PROPER_NOUN
morphy,PROPER_NOUN
moser,CHARACTER_NAME
movin,SLANG
mozambiqued,PARSE_ERROR
muchachos,FOREIGN
mucho,FOREIGN
mulai,FOREIGN
mulligan,PROPER_NOUN
mungilmu,FOREIGN
mungkin,FOREIGN
murah,FOREIGN
murphy,PROPER_NOUN
musta,SLANG
mustahil,FOREIGN
mwah,SOUND_EFFECT
nada,FOREIGN
nah,INTERJECTION
namaku,FOREIGN
nanti,FOREIGN
nathan,PROPER_NOUN
ne,PARSE_ERROR
necesitan,FOREIGN
ni,FOREIGN
nicaragua,PROPER_NOUN
nicaraguan,PROPER_NOUN
nicaraguense,FOREIGN
nikki,CHARACTER_NAME
nilaiku,FOREIGN
nina,FOREIGN
nitzschia,SLANG
nobel,PROPER_NOUN
noche,FOREIGN
noches,FOREIGN
nol,FOREIGN
nombre,FOREIGN
nonsupervised,SLANG
noonan,PROPER_NOUN
nothin,SLANG
nuestro,FOREIGN
nunca,FOREIGN
nutbag,SLANG
nuthouse,SLANG
nutjob,SLANG
nutjobs,SLANG
nyaman,FOREIGN
oakland,PROPER_NOUN
obama,PROPER_NOUN
ohh,INTERJECTION
okama,FOREIGN
okeydoke,GIBBERISH
olding,SLANG
oleg,CHARACTER_NAME
oleh,FOREIGN
olivia,CHARACTER_NAME
omar,CHARACTER_NAME
onani,FOREIGN
orang,FOREIGN
oscar,PROPER_NOUN
oye,FOREIGN
pada,FOREIGN
padamu,FOREIGN
padre,FOREIGN
pagi,FOREIGN
paman,FOREIGN
papi,FOREIGN
pasarnya,FOREIGN
pasti,FOREIGN
paul,PROPER_NOUN
pekannya,FOREIGN
pekerjaan,FOREIGN
pelacur,FOREIGN
pemakan,FOREIGN
penasaran,FOREIGN
pendejo,FOREIGN
pengeluaran,FOREIGN
pengobatan,FOREIGN
penting,FOREIGN
penyebab,FOREIGN
percaya,FOREIGN
pergi,FOREIGN
perlukan,FOREIGN
pernah,FOREIGN
pero,FOREIGN
pestaku,FOREIGN
peter,PROPER_NOUN
pikir,FOREIGN
pinjamkan,FOREIGN
pintar,FOREIGN
policia,FOREIGN
pollo,FOREIGN
poppins,CHARACTER_NAME
por,FOREIGN
porque,FOREIGN
porsche,BRAND
pourmoi,FOREIGN
prado,CHARACTER_NAME
prados,PROPER_NOUN
pratt,CHARACTER_NAME
prihatin,FOREIGN
princesa,FOREIGN
problema,FOREIGN
problemo,GIBBERISH
produksi,FOREIGN
proyek,FOREIGN
pryors,CHARACTER_NAME
puede,FOREIGN
pukuli,FOREIGN
pulang,FOREIGN
punya,FOREIGN
puta,FOREIGN
putos,FOREIGN
putriku,FOREIGN
que,FOREIGN
quedo,FOREIGN
quieras,FOREIGN
quieres,FOREIGN
quinn,CHARACTER_NAME
rae,CHARACTER_NAME
raksasa,FOREIGN
rambut,FOREIGN
rambutmu,FOREIGN
ramon,PROPER_NOUN
ramos,CHARACTER_NAME
rancheros,FOREIGN
rasa,FOREIGN
rasanya,FOREIGN
rastamouse,CHARACTER_NAME
ray,PROPER_NOUN
reas,PARSE_ERROR
rebecca,PROPER_NOUN
recupera,PARSE_ERROR
reddi,GIBBERISH
reino,FOREIGN
rekaman,FOREIGN
releasedfrom,PARSE_ERROR
reproduksi,FOREIGN
resistencia,FOREIGN
reuni,FOREIGN
reynolds,PROPER_NOUN
ribu,FOREIGN
ribuan,FOREIGN
richard,CHARACTER_NAME
richmond,PROPER_NOUN
ricky,CHARACTER_NAME
rindu,FOREIGN
rita,CHARACTER_NAME
rivera,PROPER_NOUN
roger,PROPER_NOUN
rolex,BRAND
roofy,SLANG
rosie,CHARACTER_NAME
rotc,PROPER_NOUN
ruangan,FOREIGN
ruangannya,FOREIGN
rudy,CHARACTER_NAME
rumah,FOREIGN
rumput,FOREIGN
ryan,PROPER_NOUN
ryness,GIBBERISH
sabes,FOREIGN
sacramento,PROPER_NOUN
sadar,FOREIGN
saja,FOREIGN
sakit,FOREIGN
sal,CHARACTER_NAME
salah,FOREIGN
saling,FOREIGN
sally,PROPER_NOUN
salud,FOREIGN
sam,PROPER_NOUN
sambil,FOREIGN
sammy,PROPER_NOUN
sampai,FOREIGN
sampul,FOREIGN
samuel,PROPER_NOUN
san,PROPER_NOUN
sana,FOREIGN
sangat,FOREIGN
santai,FOREIGN
santo,PROPER_NOUN
sara,PROPER_NOUN
sarasota,PROPER_NOUN
satu,FOREIGN
saxon,PROPER_NOUN
sayang,FOREIGN
sayin,SLANG
scarnes,PARSE_ERROR
schmo,SLANG
schnoz,SLANG
schwarzs,PROPER_NOUN
scott,PROPER_NOUN
se,PARSE_ERROR
seaboard,PROPER_NOUN
sean,PROPER_NOUN
sebelum,FOREIGN
sebentar,FOREIGN
sebisa,FOREIGN
sebuah,FOREIGN
sebut,FOREIGN
secara,FOREIGN
sedang,FOREIGN
sedikit,FOREIGN
sedikitnya,FOREIGN
seemless,PARSE_ERROR
segala,FOREIGN
segnora,FOREIGN
seharga,FOREIGN
seharusnya,FOREIGN
sejarah,FOREIGN
sekali,FOREIGN
sekarang,FOREIGN
sekitar,FOREIGN
sekolah,FOREIGN
seksi,FOREIGN
selama,FOREIGN
semakin,FOREIGN
sementara,FOREIGN
seminole,PROPER_NOUN
semua,FOREIGN
semuanya,FOREIGN
senang,FOREIGN
sendin,SLANG
sendiri,FOREIGN
seni,FOREIGN
senor,FOREIGN
sentar,FOREIGN
seperti,FOREIGN
sepertinya,FOREIGN
sepoi,FOREIGN
serengeti,PROPER_NOUN
seri,FOREIGN
sering,FOREIGN
serius,FOREIGN
sesekali,FOREIGN
sesuatu,FOREIGN
setengah,FOREIGN
sewa,FOREIGN
sgt,PROPER_NOUN
sh,PARSE_ERROR
shanda,CHARACTER_NAME
shawn,PROPER_NOUN
shinto,PROPER_NOUN
shittin,SLANG
shokran,FOREIGN
should'ves,PARSE_ERROR
shoulda,SLANG
si,FOREIGN
sial,FOREIGN
siamese,PROPER_NOUN
siang,FOREIGN
siap,FOREIGN
siapa,FOREIGN
siento,FOREIGN
sikap,FOREIGN
simen,FOREIGN
singin,SLANG
sini,FOREIGN
sistem,FOREIGN
situasi,FOREIGN
sixer,GIBBERISH
skeezey,SLANG
skuter,FOREIGN
skyes,PARSE_ERROR
sleepin,SLANG
smith,PROPER_NOUN
smokin,SLANG
soal,FOREIGN
socia,PARSE_ERROR
socio,PARSE_ERROR
soderquist,CHARACTER_NAME
sodoquist,CHARACTER_NAME
sok,FOREIGN
somethin,SLANG
sonya,PROPER_NOUN
sopa,FOREIGN
sor,PARSE_ERROR
spanx,BRAND
spec,PARSE_ERROR
speltzer,CHARACTER_NAME
spencer,PROPER_NOUN
spidey,SLANG
spik,PARSE_ERROR
srered,PARSE_ERROR
stan,PROPER_NOUN
standin,SLANG
stanky,SLANG
starbucks,BRAND
startin,SLANG
std,PARSE_ERROR
steelers,PROPER_NOUN
stirrin,SLANG
stoppin,SLANG
stylin,SLANG
sudah,FOREIGN
suerte,FOREIGN
sufrir,FOREIGN
sulit,FOREIGN
superduper,PARSE_ERROR
supersmart,GIBBERISH
supersweet,GIBBERISH
surethat,PARSE_ERROR
susie,CHARACTER_NAME
sussman,CHARACTER_NAME
switzerland,PROPER_NOUN
syl,CHARACTER_NAME
sylvia,PROPER_NOUN
syne,FOREIGN
ta,FOREIGN
tabl,PARSE_ERROR
tahu,FOREIGN
tahun,FOREIGN
tak,FOREIGN
takkan,FOREIGN
takut,FOREIGN
talkin,SLANG
tammy,PROPER_NOUN
tampa,PROPER_NOUN
tanggung,FOREIGN
tanpa,FOREIGN
tapi,FOREIGN
tard,SLANG
tarla,CHARACTER_NAME
te,PARSE_ERROR
teegan,CHARACTER_NAME
tekanan,FOREIGN
teletracker,BRAND
tellin,SLANG
telpon,FOREIGN
telponku,FOREIGN
temanku,FOREIGN
tempatnya,FOREIGN
tengo,FOREIGN
terbalik,FOREIGN
terlalu,FOREIGN
ternyata,FOREIGN
terpaksa,FOREIGN
terserah,FOREIGN
tetap,FOREIGN
thai,PROPER_NOUN
thomas,PROPER_NOUN
thougt,PARSE_ERROR
tidak,FOREIGN
tilly,CHARACTER_NAME
tinggi,FOREIGN
tiparillo,BRAND
tivo,BRAND
tn,PARSE_ERROR
toby,PROPER_NOUN
tock,SOUND_EFFECT
todd,PROPER_NOUN
todo,FOREIGN
toko,FOREIGN
tom,PROPER_NOUN
tonigh,PARSE_ERROR
tony,PROPER_NOUN
topeka,PROPER_NOUN
tov,FOREIGN
tox,GIBBERISH
tp'ed,PARSE_ERROR
trabajo,FOREIGN
tracy,PROPER_NOUN
trannies,SLANG
tranq,SLANG
tranquillo,FOREIGN
travis,PROPER_NOUN
tres,FOREIGN
trully,PARSE_ERROR
trunko,GIBBERISH
tu,FOREIGN
tua,FOREIGN
tubbs,CHARACTER_NAME
tucci,CHARACTER_NAME
tugasku,FOREIGN
tumbuh,FOREIGN
tunggu,FOREIGN
turner,PROPER_NOUN
turny,GIBBERISH
twain,PROPER_NOUN
uang,FOREIGN
uangku,FOREIGN
uangnya,FOREIGN
ubtle,PARSE_ERROR
ugh,INTERJECTION
uh,INTERJECTION
uhh,INTERJECTION
ukrainian,PROPER_NOUN
um,INTERJECTION
unduh,FOREIGN
une,FOREIGN
unh,INTERJECTION
untuk,FOREIGN
uou,PARSE_ERROR
usia,FOREIGN
usted,FOREIGN
va,FOREIGN
valerie,PROPER_NOUN
valium,BRAND
vamanos,FOREIGN
vamos,FOREIGN
ven,FOREIGN
venezuelan,PROPER_NOUN
venga,FOREIGN
venir,FOREIGN
vera,FOREIGN
vete,FOREIGN
vette,BRAND
vez,FOREIGN
vi,PARSE_ERROR
vic,CHARACTER_NAME
vicky,PROPER_NOUN
vics,SLANG
victims'names,PARSE_ERROR
vida,FOREIGN
viernes,FOREIGN
vietnam,PROPER_NOUN
vietnamese,PROPER_NOUN
viktor,PROPER_NOUN
vince,CHARACTER_NAME
vincent,PROPER_NOUN
viste,FOREIGN
vizcaya,PROPER_NOUN
volkswagen,BRAND
volumized,GIBBERISH
voluntad,FOREIGN
waah,INTERJECTION
wacko,SLANG
waitin,SLANG
waktu,FOREIGN
wald,FOREIGN
walden,PROPER_NOUN
walkin,SLANG
walter,PROPER_NOUN
wanita,FOREIGN
warga,FOREIGN
washington,PROPER_NOUN
watchin,SLANG
wayne,PROPER_NOUN
wendell,CHARACTER_NAME
wh,PARSE_ERROR
wha,PARSE_ERROR
whackjob,SLANG
whiney,PARSE_ERROR
whitaker,PROPER_NOUN
whoo,INTERJECTION
wiffle,BRAND
wildergave,GIBBERISH
wilson,PROPER_NOUN
wip,PARSE_ERROR
woo,INTERJECTION
workin,SLANG
woud,PARSE_ERROR
woulda,SLANG
wuv,SLANG
xanax,BRAND
xena,CHARACTER_NAME
yale,PROPER_NOUN
yamaha,BRAND
yang,FOREIGN
yasmin,PROPER_NOUN
yates,PROPER_NOUN
yiddish,PROPER_NOUN
york,PROPER_NOUN
yourse,SLANG
yuki,PROPER_NOUN
zach,PROPER_NOUN
zack,PROPER_NOUN
zoey,PROPER_NOUN
