"number","title","artist","album","album_release_date","release_date","pageviews","word_count","line_count","featured_artists","genius_url","genius_id","lyrics"
"11","Last Friday Night (T.G.I.F.)","Katy Perry","Katy Perry CATalog (Collector’s Edition Boxset)","","August 24, 2010","605852","419","61","","https://genius.com/Katy-perry-last-friday-night-tgif-lyrics","72010","There's a stranger in my bed
There's a pounding in my head
Glitter all over the room
Pink flamingos in the pool
I smell like a minibar
DJ's passed out in the yard
Barbies on the barbecue
This a hickey or a bruise?

Pictures of last night ended up online
I'm screwed, oh well
It's a blacked-out blur, but I'm pretty sure it ruled
Damn

Last Friday night, yeah, we danced on tabletops
And we took too many shots, think we kissed, but I forgot
Last Friday night, yeah, we maxed our credit cards
And got kicked out of the bar, so we hit the boulevard
Last Friday night, we went streaking in the park
Skinny dipping in the dark then had a ménage à trois
Last Friday night, yeah, I think we broke the law
Always say we're gonna stop-op, oh-woah

But this Friday night
Do it all again
But this Friday night
Do it all again

Trying to connect the dots
Don't know what to tell my boss
Think the city towed my car
Chandelier is on the floor
Ripped my favorite party dress
Warrant's out for my arrest
Think I need a ginger ale
That was such an epic fail

Pictures of last night ended up online
I'm screwed, oh well
It's a blacked-out blur, but I'm pretty sure it ruled
Damn

Last Friday night, yeah, we danced on tabletops
And we took too many shots, think we kissed, but I forgot
Last Friday night, yeah, we maxed our credit cards
And got kicked out of the bar, so we hit the boulevard
Last Friday night, we went streaking in the park
Skinny dipping in the dark then had a ménage à trois
Last Friday night, yeah, I think we broke the law
Always say we're gonna stop-op, oh-woah

But this Friday night
Do it all again (Do it all again)
This Friday night
Do it all again (Do it all again)
This Friday night

T.G.I.F., T.G.I.F., T.G.I.F
T.G.I.F., T.G.I.F., T.G.I.F

Last Friday night, yeah, we danced on tabletops
And we took too many shots, think we kissed, but I forgot
Last Friday night, yeah, we maxed our credit cards
And got kicked out of the bar, so we hit the boulevard
Last Friday night, we went streaking in the park
Skinny dipping in the dark then had a ménage à trois
Last Friday night, yeah, I think we broke the law
Always say we're gonna stop-op, oh-woah

But this Friday night
Do it all again"
"12","Never Really Over","Katy Perry","Smile (Japanese Edition)","","May 31, 2019","551075","510","68","","https://genius.com/Katy-perry-never-really-over-lyrics","4556425","I'm losing my self-control
Yeah, you’re starting to trickle back in
But I don't wanna fall down the rabbit hole
Cross my heart, I won't do it again

I tell myself, tell myself, tell myself, ""Draw the line""
And I do, I do
But once in a while, I trip up, and I cross the line
And I think of you

Two years and just like that
My head still takes me back
Thought it was done, but I
Guess it’s never really over
Oh, we were such a mess
But wasn't it the best?
Thought it was done, but I
Guess it's never really over

Just because it's over doesn't mean it's really over
And if I think it over, maybe you'll be coming over again
And I'll have to get over you all over again
Just because it’s over doesn’t mean it's really over
And if I think it over, maybe you’ll be coming over again
And I'll have to get over you all over again

I guess I could try hypnotherapy
I gotta rewire this brain
'Cause I can't even go on the internet
Without even checking your name

I tell myself, tell myself, tell myself, ""Draw the line""
And I do, I do
But once in a while, I trip up, and I cross the line
I think of you

Two years and just like that
My head still takes me back
Thought it was done, but I
Guess it’s never really over
Oh, we were such a mess
But wasn't it the best?
Thought it was done, but I
Guess it's never really over

Just because it's over doesn't mean it's really over
And if I think it over, maybe you'll be coming over again
And I'll have to get over you all over again
Just because it's over doesn't mean it's really over
And if I think it over, maybe you'll be coming over again
And I'll have to get over you all over again

Thought we kissed goodbye
Thought we meant this time was the last
But I guess it's never really over
Thought we drew the line right through you and I
Can't keep going back
I guess it's never really over, yeah

Two years and just like that
My head still takes me back
Thought it was done, but I
Guess it's never really over

Just because it's over doesn't mean it's really over
And if I think it over, maybe you'll be coming over again
And I'll have to get over you all over again
(And I'll have to get over you all over again)
Just because it's over doesn't mean it's really over
And if I think it over, maybe you'll be coming over again
And I'll have to get over you all over again
(Over you all over again)

Thought we kissed goodbye
Thought we meant this time was the last
But I guess it's never really over
Thought we drew the line right through you and I
Can't keep going back
I guess it's never really over"
"13","Hot N Cold","Katy Perry","Katy Perry CATalog (Collector’s Edition Boxset)","","June 17, 2008","441933","381","72","","https://genius.com/Katy-perry-hot-n-cold-lyrics","195945","You change your mind
Like a girl changes clothes
Yeah, you PMS
Like a bitch, I would know
And you overthink
Always speak cryptically
I should know
That you're no good for me

'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really wanna stay, no
(You) But you don't really wanna go-o
You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down

We used to be
Just like twins, so in sync
The same energy
Now's a dead battery
Used to laugh (Used to laugh) 'bout nothing ('Bout nothing)
Now you're plain (Now you're plain) boring (Boring)
I should know (I should know)
That you're not gonna change

'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really wanna stay, no (Oh)
(You) But you don't really wanna go-o (Oh)
You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down (Down)

Someone call the doctor
Got a case of a love bipolar
Stuck on a roller coaster
Can't get off this ride

You change your mind
Like a girl changes clothes

'Cause you're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right
It's black and it's white
We fight, we break up
We kiss, we make up
You're hot, then you're cold (Oh-oh-oh)
You're yes, then you're no
You're in, then you're out
You're up, then you're down
You're wrong when it's right (Oh-oh-oh)
It's black and it's white
We fight, we break up
We kiss, we make up
(You) You don't really wanna stay, no (Oh)
(You) But you don't really wanna go-o (Oh)
You're hot, then you're cold
You're yes, then you're no
You're in, then you're out
You're up, then you're down"
"14","Teenage Dream","Katy Perry","Katy Perry CATalog (Collector’s Edition Boxset)","","July 23, 2010","437439","384","50","","https://genius.com/Katy-perry-teenage-dream-lyrics","3645","You think I'm pretty without any makeup on
You think I'm funny when I tell the punch line wrong
I know you get me, so I let my walls come down, down
Before you met me, I was alright
But things were kinda heavy, you brought me to life
Now every February, you'll be my Valentine, Valentine

Let's go all the way tonight
No regrets, just love
We can dance until we die
You and I, we'll be young forever

You make me feel like I'm livin' a
Teenage dream, the way you turn me on
I can't sleep, let's run away
And don't ever look back, don't ever look back
My heart stops when you look at me
Just one touch, now, baby, I believe
This is real, so take a chance
And don't ever look back, don't ever look back

We drove to Cali and got drunk on the beach
Got a motel and built a fort out of sheets
I finally found you, my missing puzzle piece
I'm complete

Let's go all the way tonight
No regrets, just love
We can dance until we die
You and I, we'll be young forever

You make me feel like I'm livin' a
Teenage dream, the way you turn me on
I can't sleep, let's run away
And don't ever look back, don't ever look back
My heart stops when you look at me
Just one touch, now, baby, I believe
This is real, so take a chance
And don't ever look back, don't ever look back

I'ma get your heart racing in my skin-tight jeans
Be your teenage dream tonight
Let you put your hands on me in my skin-tight jeans
Be your teenage dream tonight

You make me feel like I'm livin' a (You make me)
Teenage dream, the way you turn me on
I can't sleep, let's run away
And don't ever look back, don't ever look back (No)
My heart stops when you look at me
Just one touch, now, baby, I believe
This is real, so take a chance (Oh-oh)
And don't ever look back, don't ever look back

I'ma get your heart racing in my skin-tight jeans
Be your teenage dream tonight
Let you put your hands on me in my skin-tight jeans
Be your teenage dream tonight"
"15","E.T. (Remix) (Video Version)","Katy Perry","","","March 30, 2011","383955","395","72","Kanye West","https://genius.com/Katy-perry-et-remix-video-version-lyrics","4545","I got a dirty mind, I got filthy ways
I'm tryna bathe my ape (Ape) in your Milky Way (Way)
I'm a legend, I'm irreverent, I be reverend
I be so far up-up-up-up-up, we don't give a fu-u-u**
Welcome to the danger zone, step into the fantasy
You are not invited to the other side of sanity
They callin' me a alien, a big-headed astronaut
Maybe it's because ya boy Yeezy get ass a lot

You're so hypnotizing
Could you be the devil? Could you be an angel?
Your touch, magnetizing
Feels like I am floating, leaves my body glowing
They say, ""Be afraid""
You're not like the others, futuristic lover
Different DNA
They don't understand you

You're from a whole 'nother world
A different dimension
You open my eyes
And I'm ready to go, lead me into the light

Kiss me, ki-ki-kiss me
Infect me with your lovin', fill me with your poison
Take me, ta-ta-take me
Wanna be a victim, ready for abduction
Boy, you're an alien
Your touch, so foreign
It's supernatural
Extraterrestrial

You're so supersonic
Wanna feel your powers, stun me with your lasers
Your kiss is cosmic
Every move is magic

You're from a whole 'nother world
A different dimension
You open my eyes
And I'm ready to go, lead me into the light

Kiss me, ki-ki-kiss me
Infect me with your lovin', fill me with your poison
Take me, ta-ta-take me
Wanna be a victim, ready for abduction
Boy, you're an alien
Your touch, so foreign
It's supernatural
Extraterrestrial

This is transcendental
On another level
Boy, you're my lucky star
I wanna walk on your wavelength
And be there when you vibrate
For you, I'll risk it all, all

I know a bar out in Mars
Where they drivin' spaceships instead of cars
Cop a Prada space suit up out the stars
Gettin' stupid high straight up out the jars
Pockets on Shrek, rockets on deck
Tell me what's next, alien sex?
I'ma disrobe you then I'ma probe you
See, I abducted you, so I tell you what to do

Kiss me, ki-ki-kiss me
Infect me with your lovin', fill me with your poison
Take me, ta-ta-take me
Wanna be a victim, ready for abduction
Boy, you're an alien
Your touch, so foreign
It's supernatural
Extraterrestrial
Extraterrestrial
Extraterrestrial
Boy, you're an alien
Your touch, so foreign
It's supernatural
Extraterrestrial"
"16","Rise","Katy Perry","NOW That’s What I Call Music! 60 (Deluxe Edition) [US]","","July 15, 2016","331116","251","45","","https://genius.com/Katy-perry-rise-lyrics","2483457","I won't just survive
Oh, you will see me thrive
Can't write my story
I'm beyond the archetype
I won't just conform
No matter how you shake my core
'Cause my roots, they run deep, oh

(Oh, ye of so little faith)
Don't doubt it, don't doubt it
(Victory is in my veins)
I know it, I know it
(And I will not negotiate)
I'll fight it, I'll fight it
I will transform

When, when the fire's at my feet again
And the vultures all start circling, they're whispering
""You're out of time"", but still, I rise
This is no mistake, no accident
When you think the final nail is in
Think again
Don't be surprised, I will still rise

I must stay conscious
Through the madness and chaos
So I call on my angels
They say—

(""Oh, ye of so little faith"")
Don't doubt it, don't doubt it
(Victory is in your veins)
You know it, you know it
And you will not negotiate
Just fight it, just fight it
And be transformed

'Cause when, when the fire's at my feet again
And the vultures all start circling, they're whispering
""You're out of time"", but still, I rise
This is no mistake, no accident
When you think the final nail is in
Think again
Don't be surprised, I will still rise

(Don't doubt it, don't doubt it)
Oh, oh-oh
(You know it, you know it)
Still rise
(Just fight it, just fight it)
Don't be surprised, I will still rise"
"17","E.T.","Katy Perry","Katy Perry CATalog (Collector’s Edition Boxset)","","August 17, 2010","312386","259","57","","https://genius.com/Katy-perry-et-lyrics","196096","You're so hypnotizing
Could you be the devil? Could you be an angel?
Your touch, magnetizing
Feels like I am floating, leaves my body glowing
They say, ""Be afraid""
You're not like the others, futuristic lover
Different DNA
They don't understand you

You're from a whole 'nother world
A different dimension
You open my eyes
And I'm ready to go, lead me into the light

Kiss me, ki-ki-kiss me
Infect me with your lovin', fill me with your poison
Take me, ta-ta-take me
Wanna be your victim, ready for abduction
Boy, you're an alien
Your touch, so foreign
It's supernatural
Extraterrestrial

You're so supersonic
Wanna feel your powers, stun me with your lasers
Your kiss is cosmic
Every move is magic

You're from a whole 'nother world
A different dimension
You open my eyes
And I'm ready to go, lead me into the light

Kiss me, ki-ki-kiss me
Infect me with your lovin', fill me with your poison
Take me, ta-ta-take me
Wanna be your victim, ready for abduction
Boy, you're an alien
Your touch, so foreign
It's supernatural
Extraterrestrial

This is transcendental
On another level
Boy, you're my lucky star
I wanna walk on your wavelength
And be there when you vibrate
For you, I'll risk it all
All

Kiss me, ki-ki-kiss me
Infect me with your lovin', fill me with your poison
Take me, ta-ta-take me
Wanna be your victim, ready for abduction
Boy, you're an alien
Your touch, so foreign
It's supernatural
Extraterrestrial

Extraterrestrial
Extraterrestrial
Boy, you're an alien
Your touch, so foreign
It's supernatural
Extraterrestrial"
"18","Smile","Katy Perry","Smile (Japanese Edition)","","July 10, 2020","257063","333","58","","https://genius.com/Katy-perry-smile-lyrics","5248416","Yeah, I'm thankful
Scratch that, baby, I'm grateful
Gotta say it's really been a while
But now I got back that smile (Smile)
I'm so thankful
Scratch that, baby, I'm grateful
Now you see me shine from a mile
Finally got back that smile (Smile)

Every day, Groundhog Day
Goin' through motions felt so fake
Not myself, not my best
Felt like I failed the test

But every tear has been a lesson
Rejection can be God's protection
Long hard road to get that redemption
But no shortcuts to a blessin'

Yeah, I'm thankful
Scratch that, baby, I'm grateful
Gotta say it's really been a while
But now I got back that smile (Smile)
I'm so thankful
Scratch that, baby, I'm grateful
Now you see me shine from a mile
Finally got back that smile (Smile)

I'm 2.0, remodeled
Used to be dull, now I sparkle
Had a piece of humble pie
That ego check saved my life

Now I got a smile like Lionel Richie
Big and bright, need shades just to see me
Tryna stay alive just like I'm the Bee Gees (Oh, woah)
A Mona Lisa masterpiece (Now I'm)

Yeah, I'm thankful
Scratch that, baby, I'm grateful
Gotta say it's really been a while
But now I got back that smile (C'mon, smile, woo)
I'm so thankful
Scratch that, baby, I'm grateful (So grateful)
Now you see me shine from a mile
Finally got back that smile (Smile, oh, oh)

I'm so thankful
'Cause I finally, 'cause I finally
I'm so grateful
'Cause I finally, 'cause I finally (Oh)

Yeah, I'm thankful
Scratch that, baby, I'm grateful
Gotta say it's really been a while
But now I got back that smile (Woo, smile)
I'm so thankful
Scratch that, baby, I'm grateful
Now you see me shine from a mile
Finally got back that smile (Smile, oh, oh)

I'm so thankful
'Cause I finally, 'cause I finally
Smile (Oh)
I'm so grateful
'Cause I finally, 'cause I finally
Smile (Oh, oh)"
"19","Harleys In Hawaii","Katy Perry","Smile (Japanese Edition)","","October 16, 2019","253073","321","50","","https://genius.com/Katy-perry-harleys-in-hawaii-lyrics","4705721","Boy, tell me, can you take my breath away?
Cruisin' down a heart-shaped highway
Got you swervin' lane-to-lane, don't hit the brakes
'Cause I'm feelin' so safe

I'll be your baby, on a Sunday
Oh, why don't we get out of town?
Call me your baby, on the same wave
Oh, no, no, there's no slowin' down

You and I, I
Ridin' Harleys in Hawaii-i-i
I'm on the back, I'm holdin' tight, I
Want you to take me for a ri-ide, ride
When I hula-hula, hula
So good, you'll take me to the jeweler-jeweler, jeweler
There's pink and purple in the sky-y-y
We're ridin' Harleys in Hawaii-i-i (Ha)

Let me run my fingers through your salty hair
Go ahead, explore the island
Vibes so real that you can feel it in the air
I'm revvin' up your engine

I'll be your baby, on a Sunday
Oh, why don't we get out of town? (Why don't we get out of town?)
Call me your baby, catch the same wave
Oh, no, no, there's no slowin' down (Let's go)

You and I, I
Ridin' Harleys in Hawaii-i-i
I'm on the back, I'm holdin' tight, I
Want you to take me for a ri-ide, ride
When I hula-hula, hula
So good, you'll take me to the jeweler-jeweler, jeweler (Jeweler)
There's pink and purple in the sky-y-y (No, no ,no)
We're ridin' Harleys in Hawaii-i-i

(Ah-ooh)
No, no
(Ooh)

You and I...
You and I, I
Ridin' Harleys in Hawaii-i-i
I'm on the back, I'm holdin' tight, I
Want you to take me for a ri-ide, ride (Oh)
When I hula-hula, hula
So good, you'll take me to the jeweler-jeweler, jeweler (Jeweler)
There's pink and purple in the sky-y-y
We're ridin' Harleys in Hawaii-i-i

I'll be your baby, on a Sunday (Ah-ooh)
Oh woah
We're ridin' Harleys in Hawaii-i
Call me your baby, catch the same wave (Ooh)
Oh woah
We're ridin' Harleys in Hawaii-i"
"20","Daisies","Katy Perry","Smile (Japanese Edition)","","May 15, 2020","231434","359","40","","https://genius.com/Katy-perry-daisies-lyrics","5543329","Told them your dreams, and they all started laughing
I guess you're out of your mind 'til it actually happens

I'm the small town
One in seven billion
Why can't it be me?

They told me I was out there, tried to knock me down
Took those sticks and stones, showed 'em I could build a house
They tell me that I'm crazy, but I'll never let 'em change me
'Til they cover me in daisies, daisies, daisies
They said I'm going nowhere, tried to count me out
Took those sticks and stones, showed 'em I could build a house
They tell me that I'm crazy, but I'll never let 'em change me
'Til they cover me in daisies, daisies, daisies

When did we all stop believing in magic?
Why did we put all our hopes in a box in the attic?

I'm the long shot
I'm the Hail Mary
Why can't it be me?

They told me I was out there, tried to knock me down (Knock me down)
Took those sticks and stones, showed 'em I could build a house
They tell me that I'm crazy, but I'll never let 'em change me
'Til they cover me in daisies, daisies, daisies
They said I'm going nowhere, tried to count me out
Took those sticks and stones, showed 'em I could build a house
They tell me that I'm crazy, but I'll never let 'em change me
'Til they cover me in daisies, daisies, daisies

Hey, hey
Oh, cover me in daisies
Hey, hey

I'm the small town
One in seven billion
Why can't it be me?

They told me I was out there, tried to knock me down
Took those sticks and stones, showed 'em I could build a house
They tell me that I'm crazy, but I'll never let 'em change me
'Til they cover me in daisies, daisies, daisies
They said I'm going nowhere, tried to count me out (Count me out)
Took those sticks and stones, showed 'em I could build a house
They tell me that I'm crazy, but I'll never let 'em change me
'Til they cover me in daisies, daisies, daisies"
"21","Unconditionally","Katy Perry","Katy Perry CATalog (Collector’s Edition Boxset)","","October 16, 2013","201508","207","37","","https://genius.com/Katy-perry-unconditionally-lyrics","239156","Oh no, did I get too close?
Oh, did I almost see what's really on the inside?
All your insecurities
All the dirty laundry
Never made me blink one time

Unconditional, unconditionally
I will love you unconditionally
There is no fear now
Let go and just be free
I will love you unconditionally

So come just as you are to me
Don't need apologies
Know that you are worthy
I'll take your bad days with your good
Walk through the storm, I would
I'd do it all because I love you
I love you

Unconditional, unconditionally
I will love you unconditionally
There is no fear now
Let go and just be free
I will love you unconditionally

So open up your heart and just let it begin
Open up your heart and just let it begin
Open up your heart and just let it begin
Open up your heart

Acceptance is the key to be
To be truly free
Will you do the same for me?

Unconditional, unconditionally
I will love you unconditionally
And there is no fear now
Let go and just be free
'Cause I will love you unconditionally, oh yeah

I will love you (Unconditionally)
I will love you
I will love you unconditionally"
"22","Birthday","Katy Perry","Katy Perry CATalog (Collector’s Edition Boxset)","","October 18, 2013","201025","409","50","","https://genius.com/Katy-perry-birthday-lyrics","239152","I heard you're feelin' nothin's going right
Why don't you let me stop by?
The clock is tickin', runnin' out of time
So we should party all night

So cover your eyes, I have a surprise
I hope you got a healthy appetite
If you wanna dance, if you want it all
You know that I'm the girl that you should call (Come on)

Boy, when you're with me, I'll give you a taste
Make it like your birthday every day
I know you like it sweet, so you can have your cake
Give you something good to celebrate

So make (So make) a wish (A wish)
I'll make it like your birthday every day
I'll be (I'll be) your gift (Your gift)
Give you something good to celebrate

Pop your confetti, pop your Pérignon
So hot and heavy 'til dawn
I got you spinnin' like a disco ball
All night they're playin' your song

We're livin' the life, we're doin' it right (Right)
You're never gonna be unsatisfied
If you wanna dance, if you want it all (All)
You know that I'm the girl that you should call, yeah

Boy, when you're with me, I'll give you a taste
Make it like your birthday every day
I know you like it sweet, so you can have your cake
Give you something good to celebrate

So make (So make) a wish (A wish)
I'll make it like your birthday every day
I'll be (I'll be) your gift (Your gift)
Give you something good to celebrate

Happy birthday
So let me get you in your birthday suit
It's time to bring out the big balloons (Woo)
So let me get you in your birthday suit
It's time to bring out the big, big, big, big, big, big balloons

Boy, when you're with me, I'll give you a taste (Oh, baby)
I'll make it like your birthday every day
I know you like it sweet, so you can have your cake
Give you something good to celebrate (Celebrate now)
Boy, when you're with me, I'll give you a taste (Celebrate now)
Make it like your birthday every day (Woo)
I know you like it sweet, so you can have your cake
Give you something good to celebrate

So make (So make) a wish (A wish)
I'll make it like your birthday every day (Every day)
I'll be (I'll be) your gift (Your gift)
Give you something good to celebrate

Happy birthday"
"23","Witness","Katy Perry","Witness (Deluxe)","","June 9, 2017","194244","378","56","","https://genius.com/Katy-perry-witness-lyrics","2483086","If I lost it all today, would you stay?
Could my love be enough to stimulate?
If shit hit the fan, grenades got thrown
Would you still show? Oh
Could you go down with me to the mat?
Could we get back up and eventually laugh?
Roll eyes at highs, cheers in the lows, and stay in the flow, whoa

'Cause I, I only got this life
And I ain't got the time, no
Not to get it right, oh

We're all just looking for connection
Yeah, we all want to be seen
I'm looking for someone who speaks my language
Someone to ride this ride with me
Can I get a witness? (Witness)
Will you be my witness? (Witness)
I'm just looking for a witness in all of this
Looking for a witness to get me through this

When you tell me everything, and there's no holes
You can scroll through anything, you've got the codes
Nothing to hide, it's all in their eyes
And we just know, whoa

'Cause I, I only got this life, mm
And I ain't got the time, no
Not to get it right, oh

We're all just looking for connection
Yeah, we all want to be seen
I'm looking for someone who speaks my language
Someone to ride this ride with me
Can I get a witness? (Witness)
Will you be my witness? (Witness)
I'm just looking for a witness (Yeah) in all of this (Oh)
Looking for a witness to get me through this
(
Through this, through this, through this, through this
)
(
Through this, through this, through this, through this
)

Will you be my witness?
Could you be the one that speaks for me?
Will you be my witness?

We're all just looking for connection (We're all just looking)
Yeah, we all want to be seen
I'm looking for someone who speaks my language
Someone (To ride this ride) to ride this ride with me (With me)
Can I get a witness? (Witness)
Will you be my witness? (Witness)
(Will you be my witness?)
I'm just looking for a witness in all of this (Ooh, ooh, ooh, ah)
Looking for a witness to get me through this

Oh-oh-oh-oh (Ah)
Oh-oh-oh-oh, oh-oh-oh, ooh-ooh
Hey (Ah)
Oh-oh-oh
Hey"
"24","Never Worn White","Katy Perry","Smile (Japanese Edition)","","March 5, 2020","179925","281","45","","https://genius.com/Katy-perry-never-worn-white-lyrics","5312956","You love the hell out of me
And Heaven's where we could be
I've stood on the edge of love
But never took the leap
And you took my armor off
And did it delicately
And I let my guard down
To show you what's underneath

Thank God that you were man enough to come
Answer my mama's prayers
You asked the question, I said, ""Yes""
But I'm scared

'Cause I've never worn white
But I wanna get it right
Yeah, I really wanna try with you
No, I've never worn white
But I'm standin' here tonight
'Cause I really wanna say ""I do""
I do

See us in sixty years with a full family tree (I do)
Give my blood, sweat, and tears to reach our destiny (I do)
'Cause love is a minefield, let's take this war, baby (I do)
'Cause at the end of it all, I choose you and you choose me (I do)

Thank God I was woman enough to come
Answer your father's prayers
You asked the question
I could tell you were scared

'Cause I've never worn white
But I wanna get it right
Yeah, I really wanna try with you
No, I've never worn white
But I'm standin' here tonight
'Cause I really wanna say ""I do""

Now let's dance with each other (Dance with each other)
Mixing all of our colors
It's so easy to surrender
When you finally find forever

No, I've never worn white, no
But I really wanna try with you
Yeah, I've never worn white
But I wanna get it right
'Cause I really wanna say ""I do""

'Cause I do
Oh, I do, yeah, yeah
I do"
"25","Ur So Gay","Katy Perry","Katy Perry CATalog (Collector’s Edition Boxset)","","November 20, 2007","178810","370","59","","https://genius.com/Katy-perry-ur-so-gay-lyrics","73098","Your mind may refuse to believe
Your mind may refuse to believe

I hope you hang yourself with your H&M scarf
While jacking off listening to Mozart
You bitch and moan about LA
Wishing you were in the rain reading Hemingway
You don't eat meat and drive electrical cars
You're so indie rock, it's almost an art
You need SPF 45 just to stay alive

You're so gay and you don't even like boys
No, you don't even like
No, you don't even like
No, you don't even like boys (Oh)
You're so gay and you don't even like boys
No, you don't even like
No, you don't even like
No, you don't even like

You're so sad, maybe you should buy a happy meal
You're so skinny, you should really Super Size the deal
Secretly, you're so amused that nobody understands you
I'm so mean 'cause I cannot get you out of your head
I'm so angry 'cause you'd rather MySpace instead
I can't believe I fell in love with someone that wears more makeup and

You're so gay and you don't even like boys
No, you don't even like
No, you don't even like
No, you don't even like boys
You're so gay and you don't even like boys
No, you don't even like
No, you don't even like
No, you don't even like

Hey, oh
Oh woah-oh-oh, oh
La-la-la
La-la-la
Do-do-do, ba-ba-ba
Do-do-do, da-da-day
You're so gay
You're so gay

You walk around like you're oh-so debonair
You pull 'em down and there's really nothing there
I wish you would just be real with me

You're so gay and you don't even like boys
No, you don't even like
No, you don't even like
No, you don't even like boys
You're so gay and you don't even like boys
No, you don't even like
No, you don't even like
Oh, no, no, no, no, no, no, no
You're so gay and you don't even like boys
No, you don't even like
No, you don't even like
No, you don't even like boys
You're so gay and you don't even like boys
No, you don't even like
No, you don't even like
No, you don't even like

Penis"
"26","Did Somebody Say (Just Eat)","Katy Perry","","","May 17, 2022","177571","312","50","","https://genius.com/Katy-perry-did-somebody-say-just-eat-lyrics","8026520","(Did somebody say Just Eat?)
Ding-dong
Ring-a-ding-ding-ding-dong (Did somebody say Just Eat?)
Ding-dong
Ring-a-ding-ding-ding-dong (Did somebody say Just Eat?)

Want my curry in a hurry (Medium spice)
Extra sauce on the low (Boo won't know)
And I want açai
Yeah, yeah, yeah, when I'm orderin' delivery
A little sushi while I watch a movie
Papaya salad while I sing a ballad
Need some ice cream, make it a swirl
Gotta treat this California girl

When you're running low, there's only one place to go
'Cause I get what I want when I want it (When I want it)
Margherita with extra cheese on it
Download, now all I gotta do is pull out my phone
Easy: One, two, three
Mocha-whip triple-shot, it means a latte to me

(Did somebody say Just Eat?)
Ding-dong
Ring-a-ding-ding-ding-dong (Did somebody say Just Eat?)
Ding-dong
Ring-a-ding-ding-ding-dong (Did somebody say Just Eat?)

Back from the club (Sandwich)
Eating subs in the tub (Famished)
Spicy chicken when I'm ready
Bon Appétit from me, Katy Perry

When you're running low, there's only one place to go
'Cause I get what I want when I want it (When I want it)
Margherita with extra cheese on it
Download, now all I gotta do is pull out my phone
Easy: One, two, three
Mocha-whip triple-shot, it means a latte to me

(Did somebody say Just Eat?)
Ding-dong
Ring-a-ding-ding-ding-dong (Did somebody say Just Eat?)
Ding-dong
Ring-a-ding-ding-ding-dong (Did somebody say Just Eat?)

When you're running low there's only one place to go
'Cause I get what I want when I want it (When I want it)
Margherita with extra cheese on it
Download, now all I gotta do is pull out my phone
Easy: One, two, three
Mocha-whip triple-shot, it means a latte to me

Did somebody say Just Eat?
Ding-dong
Ring-a-ding-ding-ding-dong (Did somebody say Just Eat?)
Ding-dong
Ring-a-ding-ding-ding-dong (Did somebody say Just Eat?)"
"27","WOMAN’S WORLD","Katy Perry","143 (Japan Import Edition)","","July 11, 2024","170080","225","34","","https://genius.com/Katy-perry-womans-world-lyrics","10539571","(It's a woman's world and you're lucky to be livin' in it)

Sexy, confident
So intelligent
She is heaven-sent
So soft, so strong

She's a winner, champion
Superhuman, number one
She's a sister, she's a mother
Open your eyes, just look around and you'll discover, you know

It's a woman's world and you're lucky to be livin' in it (Uh-huh, uh-huh)
It's a woman's world and you're lucky to be livin' in it (Uh-huh, uh-huh)
You better celebrate
'Cause, baby, we ain't goin' away (Oh)
It's a woman's world and you're lucky to be livin' in it (Uh-huh, uh-huh)

Fire in her eyes
Feminine divine
She was born to shine
To shine, to shine, yeah

She's a flower, she's a thorn
Superhuman, number one
She's a sister, she's a mother
Open your eyes, just look around and you'll discover, you know

It's a woman's world and you're lucky to be livin' in it (Uh-huh, uh-huh)
It's a woman's world and you're lucky to be livin' in it (Uh-huh, uh-huh; you better)
You better celebrate (Celebrate)
'Cause, baby, we ain't goin' away (Oh)
It's a woman's world and you're lucky to be livin' in it (Uh-huh)

Lucky to be livin' in it
(Woo, uh-huh)
Lucky to be livin' in it
That's right
It's a woman's world (Uh-huh)
And you're lucky to be livin' in it
(Uh-huh)"
