word,exclusion_category
juarez,PROPER_NOUN
judas,PROPER_NOUN
keaton,PROPER_NOUN
kennedy,PROPER_NOUN
kerouac,PROPER_NOUN
lee,PROPER_NOUN
leo,PROPER_NOUN
leviticus,PROPER_NOUN
lincoln,PROPER_NOUN
lindsey,PROPER_NOUN
lisa,PROPER_NOUN
lizzy,PROPER_NOUN
lloyd,PROPER_NOUN
louie,PROPER_NOUN
louis,PROPER_NOUN
louise,PROPER_NOUN
lucille,PROPER_NOUN
luxembourg,PROPER_NOUN
macbeth,PROPER_NOUN
mack,PROPER_NOUN
madrid,PROPER_NOUN
maggie,PROPER_NOUN
mallory,PROPER_NOUN
malloy,PROPER_NOUN
marilyn,PROPER_NOUN
mary,PROPER_NOUN
mckinley,PROPER_NOUN
melinda,PROPER_NOUN
memphis,PROPER_NOUN
mersey,PROPER_NOUN
mexico,PROPER_NOUN
michelangelo,PROPER_NOUN
molotov,PROPER_NOUN
mona,PROPER_NOUN
monroe,PROPER_NOUN
montague,PROPER_NOUN
morton,PROPER_NOUN
napoleon,PROPER_NOUN
nero,PROPER_NOUN
nile,PROPER_NOUN
nixon,PROPER_NOUN
noah,PROPER_NOUN
nodoz,PROPER_NOUN
notre,FOREIGN
ophelia,PROPER_NOUN
orleans,PROPER_NOUN
oscar,PROPER_NOUN
oswald,PROPER_NOUN
paterson,PROPER_NOUN
paul,PROPER_NOUN
pedro,PROPER_NOUN
peterson,PROPER_NOUN
poe,PROPER_NOUN
portugal,PROPER_NOUN
powell,PROPER_NOUN
rainey,PROPER_NOUN
reagan,PROPER_NOUN
rimbaud,PROPER_NOUN
rubin,PROPER_NOUN
ruthie,PROPER_NOUN
sam,PROPER_NOUN
san,FOREIGN
sara,PROPER_NOUN
scarlett,PROPER_NOUN
scott,PROPER_NOUN
shakespeare,PROPER_NOUN
siegel,PROPER_NOUN
sodom,PROPER_NOUN
sp,MUSIC_JUNK
starr,PROPER_NOUN
stella,PROPER_NOUN
stevie,PROPER_NOUN
susie,PROPER_NOUN
t.,MUSIC_JUNK
terry,PROPER_NOUN
texas,PROPER_NOUN
thelonious,PROPER_NOUN
tom,PROPER_NOUN
tommy,PROPER_NOUN
truman,PROPER_NOUN
tulsa,PROPER_NOUN
tyrus,PROPER_NOUN
uhm,SOUND_EFFECT
venice,PROPER_NOUN
verlaine,PROPER_NOUN
wellington,PROPER_NOUN
william,PROPER_NOUN
wilson,PROPER_NOUN
woodstock,PROPER_NOUN
york,PROPER_NOUN
zapruder,PROPER_NOUN
‪beyond,PARSE_ERROR
‪but,PARSE_ERROR
‪come,PARSE_ERROR
‪down,PARSE_ERROR
‪from,PARSE_ERROR
‪got,PARSE_ERROR
‪hibiscus,PARSE_ERROR
‪i,PARSE_ERROR
‪i'm,PARSE_ERROR
‪i've,PARSE_ERROR
‪if,PARSE_ERROR
‪it,PARSE_ERROR
‪key,PARSE_ERROR
‪like,PARSE_ERROR
‪on,PARSE_ERROR
‪or,PARSE_ERROR
‪people,PARSE_ERROR
‪radio,PARSE_ERROR
‪say,PARSE_ERROR
‪stay,PARSE_ERROR
‪such,PARSE_ERROR
‪they,PARSE_ERROR
‪tiny,PARSE_ERROR
‪to,PARSE_ERROR
‪walking,PARSE_ERROR
‪well,PARSE_ERROR
