word,exclusion_category
jaqen,CHARACTER_NAME
joffrey,CHARACTER_NAME
jolin,GIBBERISH
jon,CHARACTER_NAME
jonquil,PROPER_NOUN
jorah,CHARACTER_NAME
jory,CHARACTER_NAME
justifywhat,PARSE_ERROR
karhold,PROPER_NOUN
karstark,PROPER_NOUN
khalasar,FOREIGN
khaleesi,FOREIGN
khals,FOREIGN
kingsguard,SHOW_SPECIFIC
kingsguards,SHOW_SPECIFIC
kingslayer,SHOW_SPECIFIC
kingslayers,SHOW_SPECIFIC
kingsmoot,SHOW_SPECIFIC
kingsroad,SHOW_SPECIFIC
konw,PARSE_ERROR
kuuh,GIBBERISH
lancel,CHARACTER_NAME
lannister,CHARACTER_NAME
lannisters,CHARACTER_NAME
lion'sot,PARSE_ERROR
littlefinger,CHARACTER_NAME
loras,CHARACTER_NAME
lyanna,CHARACTER_NAME
lysa,CHARACTER_NAME
maan,FOREIGN
maester,SHOW_SPECIFIC
maesters,SHOW_SPECIFIC
mahrazhi,FOREIGN
mance,CHARACTER_NAME
margaery,CHARACTER_NAME
matthos,CHARACTER_NAME
mazins,CHARACTER_NAME
meera,CHARACTER_NAME
meereen,PROPER_NOUN
meereenese,PROPER_NOUN
melisandre,CHARACTER_NAME
meraxes,SHOW_SPECIFIC
mhar,FOREIGN
mhysa,FOREIGN
milka,CHARACTER_NAME
missandei,CHARACTER_NAME
mord,CHARACTER_NAME
morghulis,FOREIGN
mori,FOREIGN
mormont,CHARACTER_NAME
mormonts,CHARACTER_NAME
mully,GIBBERISH
murd'rous,PARSE_ERROR
myrcella,CHARACTER_NAME
myrish,SHOW_SPECIFIC
naath,SHOW_SPECIFIC
nameday,SHOW_SPECIFIC
ned,CHARACTER_NAME
nelugo,GIBBERISH
nem,GIBBERISH
nharees,FOREIGN
nharesoon,FOREIGN
niko,CHARACTER_NAME
nokitta,GIBBERISH
nym,CHARACTER_NAME
nymeria,CHARACTER_NAME
obara,CHARACTER_NAME
oberyn,CHARACTER_NAME
oldtown,PROPER_NOUN
olyver,CHARACTER_NAME
oof,SOUND_EFFECT
orys,CHARACTER_NAME
osha,CHARACTER_NAME
pentos,PROPER_NOUN
pfft,SOUND_EFFECT
podrick,CHARACTER_NAME
polliver,CHARACTER_NAME
poole,CHARACTER_NAME
pssst,SOUND_EFFECT
pycelle,CHARACTER_NAME
pyke,PROPER_NOUN
pyp,CHARACTER_NAME
pyromancer,SHOW_SPECIFIC
qana'th,FOREIGN
qarth,PROPER_NOUN
qhorin,CHARACTER_NAME
qora,FOREIGN
qothoon,FOREIGN
qoy,FOREIGN
qoyi,FOREIGN
quarth,PROPER_NOUN
queensguard,SHOW_SPECIFIC
quent,CHARACTER_NAME
qyburn,CHARACTER_NAME
rakh,FOREIGN
rakharo,CHARACTER_NAME
ramsay,CHARACTER_NAME
ramses,PROPER_NOUN
rancer,PARSE_ERROR
rast,CHARACTER_NAME
ravenry,SHOW_SPECIFIC
rayder,CHARACTER_NAME
rek,PARSE_ERROR
renly,CHARACTER_NAME
rennick,CHARACTER_NAME
rhae,PARSE_ERROR
rhaegar,CHARACTER_NAME
rhaego,CHARACTER_NAME
rhaesheseres,FOREIGN
rickon,CHARACTER_NAME
ritsas,GIBBERISH
riverlands,PROPER_NOUN
ro,PARSE_ERROR
robb,CHARACTER_NAME
rodrik,CHARACTER_NAME
roose,CHARACTER_NAME
rorge,CHARACTER_NAME
ros,CHARACTER_NAME
saja,GIBBERISH
salladhor,CHARACTER_NAME
sam,CHARACTER_NAME
samwell,CHARACTER_NAME
sansa,CHARACTER_NAME
sellsword,SHOW_SPECIFIC
sellswords,SHOW_SPECIFIC
sens,PARSE_ERROR
sept,SHOW_SPECIFIC
septas,SHOW_SPECIFIC
septon,SHOW_SPECIFIC
septons,SHOW_SPECIFIC
ser,SHOW_SPECIFIC
shadowcat,SHOW_SPECIFIC
shadowcats,SHOW_SPECIFIC
shae,CHARACTER_NAME
shafka,FOREIGN
shevelatesh,FOREIGN
shireen,CHARACTER_NAME
shortsword,SHOW_SPECIFIC
sideface,PARSE_ERROR
sigil,SHOW_SPECIFIC
sigils,SHOW_SPECIFIC
snarks,SHOW_SPECIFIC
stannis,CHARACTER_NAME
starks,CHARACTER_NAME
stormlands,PROPER_NOUN
summerwine,SHOW_SPECIFIC
sunspear,PROPER_NOUN
sweetsleep,SHOW_SPECIFIC
syrio,CHARACTER_NAME
talisa,CHARACTER_NAME
talla,CHARACTER_NAME
tardes,FOREIGN
targaryen,CHARACTER_NAME
targaryens,CHARACTER_NAME
tarly,CHARACTER_NAME
tarth,PROPER_NOUN
tawakof,GIBBERISH
thenns,CHARACTER_NAME
theon,CHARACTER_NAME
thinik,PARSE_ERROR
thira,GIBBERISH
thorne,CHARACTER_NAME
thoros,CHARACTER_NAME
thowg,PARSE_ERROR
trueborn,SHOW_SPECIFIC
trystane,CHARACTER_NAME
tsk,SOUND_EFFECT
tully,CHARACTER_NAME
turncloak,SHOW_SPECIFIC
tyrell,CHARACTER_NAME
tyrells,CHARACTER_NAME
tyrion,CHARACTER_NAME
tywin,CHARACTER_NAME
ugh,INTERJECTION
uh,INTERJECTION
um,INTERJECTION
valar,FOREIGN
valyrian,FOREIGN
varys,CHARACTER_NAME
vazhak,FOREIGN
vekha,FOREIGN
vezhven,FOREIGN
vhagar,PROPER_NOUN
viserion,CHARACTER_NAME
viserys,CHARACTER_NAME
vitiherat,FOREIGN
volantis,PROPER_NOUN
vos,FOREIGN
vosaan,FOREIGN
walder,CHARACTER_NAME
warg,SHOW_SPECIFIC
warging,SHOW_SPECIFIC
weirwood,SHOW_SPECIFIC
westerlands,PROPER_NOUN
westeros,PROPER_NOUN
westerosi,PROPER_NOUN
wight,SHOW_SPECIFIC
wilding,SHOW_SPECIFIC
wildling,SHOW_SPECIFIC
wildlings,SHOW_SPECIFIC
willem,CHARACTER_NAME
winterfell,PROPER_NOUN
wolkan,CHARACTER_NAME
wylla,CHARACTER_NAME
xaro,CHARACTER_NAME
yara,CHARACTER_NAME
ygritte,CHARACTER_NAME
yoren,CHARACTER_NAME
you'vedecorated,PARSE_ERROR
yunkai,PROPER_NOUN
yunkish,PROPER_NOUN
zala,GIBBERISH
zalat,GIBBERISH
zali,GIBBERISH
zalo,GIBBERISH
zhey,FOREIGN
